security_code,cash_per_share_2022,cash_per_share_2023,cash_per_share_2024,coverage_2022,coverage_2023,coverage_2024,strict_dividend_growth,cash_coverage_pass,eligible
000895,1.0,0.7,0.75,2.183609204436232,1.3968459697872178,3.2387046871394447,False,True,False
000900,0.1,0.15,0.15,20.025282220881245,8.408729706759228,10.78545025812737,False,True,False
000902,0.2,0.3,0.3,8.058396944540815,5.662355838625523,1.9205833909222045,False,True,False
000906,0.5,0.35,0.2,-11.07346467565891,-5.95963699567822,-5.983103979646632,False,False,False
000910,0.16,0.19,0.19,7.4292540389981685,6.340303891644218,7.066142905581218,False,True,False
000913,0.24,0.4,0.4,8.224835088468884,2.804894763738459,5.3799090742027795,False,True,False
000917,0.02,0.02,0.02,-5.5036791260849345,10.150274762483548,17.141268614962094,False,False,False
000921,0.5309999999999999,1.013,1.23,5.4705581229261915,7.558149487009069,3.0129314833294156,True,True,True
000922,0.12,0.202,0.111,7.121731614194451,4.612262728808332,5.94920110918272,False,True,False
000923,0.3,0.6,0.5,3.9437907513549617,3.945261261077501,3.467117132098571,False,True,False
000928,0.247,0.266,0.299,3.644102449218391,3.585133671934994,3.506949468151254,True,True,True
000932,0.24,0.2299999999999999,0.1,5.703900542020517,3.3182162548422234,8.363106796744956,False,True,False
000933,1.0,0.8,0.4965722,6.246489474211705,6.217587144206874,6.910263327695191,False,True,False
000937,0.9,0.6,0.6,1.7308948558899429,2.165140665391206,1.1748803112798687,False,False,False
000951,0.0819999999999999,0.462,0.4049999999999999,72.97317458332401,3.8936502957931007,11.090150105069483,False,True,False
000960,0.12,0.26,0.19,25.558900001889985,5.125053008597869,10.88805748820679,False,True,False
000963,0.29,0.58,0.58,4.682615078485334,3.861600173239634,3.68494103162699,False,True,False
000965,0.02,0.02,0.01,38.06813604923117,-56.06043480570074,65.04927172801402,False,False,False
000967,0.11,0.125,0.189,4.753402622306241,3.500049477680002,1.9414335330774097,True,True,True
000969,0.12,0.08,0.2,4.689424337159194,9.350338137085883,3.662602458535555,False,True,False
000970,0.1,0.05,0.02,-3.2042407454168527,23.537290852021773,54.53838780836638,False,False,False
000987,0.1699999999999999,0.1699999999999999,0.1699999999999999,-1.5722187443976554,15.694918290734655,19.27716788750466,False,False,False
000988,0.1,0.15,0.2019684,5.7604430713879715,9.798753537849336,3.6039230414534145,True,True,True
000990,0.11,0.05,0.05,10.163281796067661,22.843700521149554,22.689763275127934,False,True,False
000999,0.9,1.5,0.32,3.3798049313926724,2.827909883044723,10.711583874981738,False,True,False
001205,0.1,0.12,0.12,19.098042765164234,21.50085381688187,19.576822325364475,False,True,False
001207,0.2,0.5,0.3,1.4890959447405634,1.4357700733742642,3.300012519192829,False,True,False
001210,0.55,0.05,0.1,3.136243504692066,36.85170605452317,17.85950195225289,False,True,False
001212,0.1,0.15,0.1,4.593863147848071,1.9821436726670434,11.70446078405653,False,True,False
001216,0.21,0.26,0.4,5.698595265443416,3.5688444557562207,2.115197725324547,True,True,True
001217,0.1,0.1,0.1,5.582408600656883,0.21996902552204176,13.072848900171754,False,False,False
001219,0.3,0.3,0.3,2.8450294974358976,1.6291489628580158,1.5910585859932773,False,True,False
